DRAGON_13_e3_1418_e3_2761.smv,Valid,1.20,1.18
DRAGON_13_e7_2336_e1_541.smv,Invalid,0.07,0.05
DRAGON_13_e7_2336_e2_1255.smv,Invalid,0.07,0.05
DRAGON_13_e7_2336_e3_3117.smv,Invalid,0.07,0.05
DRAGON_13_e7_2336_e7_685.smv,Invalid,0.07,0.05
DRAGON_13_e7_2336.smv,Invalid,0.09,0.07
DRAGON_13.smv,Valid,1.06,1.04
DRAGON_14_e1_5710.smv,Timeout,300.15,290.07
DRAGON_14_e2_3606.smv,Timeout,300.15,290.00
DRAGON_14_e3_1259_e1_5798.smv,Timeout,300.14,290.03
DRAGON_14_e3_5120.smv,Timeout,300.16,290.09
DRAGON_14_e7_3162_e1_3998.smv,Invalid,2.67,2.65
DRAGON_14_e7_3162_e2_753.smv,Invalid,0.83,0.81
DRAGON_14_e7_3162_e3_4298.smv,Invalid,1.01,0.98
DRAGON_14_e7_3162_e7_3528.smv,Invalid,0.91,0.89
DRAGON_14_e7_3162.smv,Invalid,1.15,1.13
DRAGON_14.smv,Timeout,300.16,290.05
DRAGON_1_e1_14612_e1_268_e7_501.smv,Valid,0.08,0.06
DRAGON_1_e1_14612_e2_2653_e7_4370.smv,Valid,0.07,0.05
DRAGON_1_e1_3184_e7_1888.smv,Valid,0.08,0.05
DRAGON_1_e1_5070.smv,Valid,0.10,0.08
DRAGON_1_e2_1997_e7_3613_e2_3409.smv,Valid,0.07,0.05
DRAGON_1_e2_1997.smv,Valid,0.08,0.06
DRAGON_1_e3_11891_e7_4569_e4_4881.smv,Valid,0.08,0.05
DRAGON_1.smv,Valid,0.09,0.07
DRAGON_2_e1_2316.smv,Valid,0.12,0.10
DRAGON_2_e2_3183_e1_2644.smv,Valid,0.12,0.10
DRAGON_2_e2_3183_e2_3580.smv,Valid,0.14,0.11
DRAGON_2_e2_3183_e3_5972.smv,Valid,0.13,0.10
DRAGON_2_e2_4481.smv,Valid,0.12,0.10
DRAGON_2_e7_25_e1_154.smv,Invalid,0.08,0.06
DRAGON_2_e7_25_e2_5340.smv,Invalid,0.08,0.06
DRAGON_2_e7_25_e3_829.smv,Invalid,0.08,0.06
DRAGON_2_e7_25_e7_4469.smv,Invalid,0.08,0.06
DRAGON_2_e7_25_e8_3171.smv,Valid,0.09,0.07
DRAGON_2_e7_25.smv,Invalid,0.08,0.06
DRAGON_2.smv,Valid,0.12,0.10
DRAGON_3_e1_4783_e1_3755.smv,Valid,0.17,0.16
DRAGON_3_e1_4783_e2_158.smv,Valid,0.18,0.15
DRAGON_3_e1_4783_e3_511.smv,Valid,0.17,0.15
DRAGON_3_e1_4783_e7_4070.smv,Invalid,0.08,0.05
DRAGON_3_e1_4783.smv,Valid,0.17,0.16
DRAGON_3_e2_5343_e1_988.smv,Valid,0.18,0.16
DRAGON_3_e3_3846.smv,Valid,0.19,0.17
DRAGON_3_e3_5422_e1_2288.smv,Valid,0.18,0.16
DRAGON_3_e3_5422_e2_3135.smv,Valid,0.19,0.17
DRAGON_3_e7_4884.smv,Invalid,0.08,0.06
DRAGON_3.smv,Valid,0.17,0.15
DRAGON_4_e1_4312.smv,Valid,0.89,0.87
DRAGON_4_e2_2799_e1_1303.smv,Valid,0.92,0.89
DRAGON_4_e2_2799_e2_2251.smv,Valid,1.13,1.11
DRAGON_4_e2_2799_e3_1915.smv,Valid,0.97,0.95
DRAGON_4_e2_2799_e7_2499.smv,Invalid,0.19,0.16
DRAGON_4_e2_2799.smv,Valid,0.77,0.75
DRAGON_4_e3_1540_e1_5048.smv,Valid,1.15,1.13
