durationThm_2.lus,Valid,2.05,13.14
durationThm_3_e1_36.lus,Invalid,0.60,1.71
durationThm_3_e2_63.lus,Valid,0.62,1.73
durationThm_3_e3_207.lus,Valid,0.46,1.34
durationThm_3_e3_442_e4_165.lus,Valid,0.56,1.69
durationThm_3_e3_442_e5_260.lus,Valid,0.46,1.29
durationThm_3_e7_334_e1_431.lus,Invalid,0.48,1.34
durationThm_3_e7_334_e2_62.lus,Valid,0.67,2.16
durationThm_3_e7_334_e3_42.lus,Valid,0.66,2.55
durationThm_3_e7_334_e7_118.lus,Invalid,0.56,1.58
durationThm_3_e7_334.lus,Invalid,0.48,1.39
durationThm_3.lus,Valid,1.72,10.72
ex3.lus,Valid,0.58,1.59
ex8_e7_74_e7_740.lus,Invalid,0.59,1.68
ex8_e7_74_e8_302.lus,Invalid,0.50,1.50
ex8_e7_74.lus,Invalid,0.51,1.47
ex8_e8_220_e7_249.lus,Invalid,0.49,1.42
ex8_e8_220.lus,Invalid,0.49,1.42
ex8.lus,Invalid,0.53,1.55
fast_1_e7_2044_e7_1287.lus,Invalid,0.65,2.06
fast_1_e7_2044.lus,Invalid,0.69,2.13
fast_1_e8_747_e7_692.lus,Invalid,0.64,2.06
fast_1_e8_747_e8_1041.lus,Valid,0.50,1.31
fast_1_e8_751.lus,Valid,0.60,1.85
fast_1.lus,Valid,0.55,1.44
fast_2_e7_2526_e7_2736.lus,Invalid,0.59,1.99
fast_2_e7_2526.lus,Invalid,0.71,2.29
fast_2_e8_460_e7_43.lus,Invalid,0.68,2.18
fast_2_e8_460_e8_1920.lus,Valid,0.72,2.11
fast_2_e8_976.lus,Valid,0.55,1.64
fast_2.lus,Valid,0.65,2.08
FCS__1.lus,Valid,0.69,2.51
FCS__2.lus,Valid,3.11,19.94
FCS__3.lus,Invalid,0.95,4.25
FCS.lus:3:1:0:1.10,5.03
FIREFLY_10_e7_919_e2_3192.lus,Valid,1.30,6.84
FIREFLY_10.lus,Valid,0.68,2.07
FIREFLY_11_e1_3457.lus,Valid,1.50,8.42
FIREFLY_11_e3_2076_e1_1270.lus,Valid,2.03,12.37
FIREFLY_11.lus,Valid,1.41,8.21
FIREFLY_1_e1_1092_e1_1486.lus,Invalid,0.64,2.28
FIREFLY_1_e1_1092_e2_1853.lus,Valid,0.46,1.32
FIREFLY_1_e1_1092_e3_389.lus,Invalid,0.75,2.34
FIREFLY_1_e1_1092_e7_1119.lus,Invalid,0.66,2.12
FIREFLY_1_e1_1092.lus,Invalid,0.72,2.35
FIREFLY_1.lus,Valid,0.51,1.42
FIREFLY_2_e3_151_e3_1540.lus,Invalid,0.74,2.38
FIREFLY_2.lus,Valid,0.63,2.05
FIREFLY_3_e2_2236_e1_2305.lus,Valid,0.63,1.92
FIREFLY_3_e2_2236_e2_1058.lus,Valid,0.58,1.70
FIREFLY_3_e2_2236_e3_2657.lus,Invalid,0.68,2.26
FIREFLY_3_e2_2236_e7_3681.lus,Valid,1.21,6.83
FIREFLY_3_e2_2236.lus,Valid,0.63,1.97
FIREFLY_3.lus,Valid,0.61,1.89
FIREFLY_4_e3_3511_e1_2375.lus,Invalid,0.68,2.29
FIREFLY_4_e3_3511_e2_1923.lus,Valid,1.40,8.26
FIREFLY_4_e3_3511_e3_422.lus,Valid,1.41,8.17
FIREFLY_4_e3_3511_e4_1464.lus,Invalid,0.70,2.26
FIREFLY_4_e3_3511_e5_3248.lus,Valid,1.51,8.77
FIREFLY_4_e3_3511_e7_3568.lus,Invalid,0.75,2.47
FIREFLY_4_e3_3511.lus,Valid,1.51,8.54
FIREFLY_4.lus,Valid,0.62,2.09
FIREFLY_5_e1_2552_e7_1169.lus,Valid,1.30,7.49
FIREFLY_5_e2_2229.lus,Valid,0.52,1.65
FIREFLY_5_e2_2884_e1_2678.lus,Valid,0.61,1.95
FIREFLY_5_e2_2884_e2_1492.lus,Valid,0.51,1.60
FIREFLY_5_e2_2884_e3_1882.lus,Valid,0.57,1.67
FIREFLY_5_e2_2884_e7_3594.lus,Valid,1.29,7.11
FIREFLY_5.lus,Valid,0.59,2.08
FIREFLY_6_e2_3302.lus,Valid,2.53,15.29
FIREFLY_6.lus,Valid,2.34,14.57
FIREFLY_7.lus,Valid,9.01,54.82
FIREFLY_8_e2_1711_e1_1489.lus,Valid,0.50,1.51
FIREFLY_8_e2_1711_e2_2673.lus,Valid,0.60,1.94
FIREFLY_8_e2_1711_e3_1753.lus,Valid,0.60,1.96
FIREFLY_8_e2_1711_e7_1962.lus,Invalid,0.61,1.81
FIREFLY_8_e2_1711.lus,Valid,0.62,1.86
FIREFLY_8.lus,Valid,0.68,1.91
FIREFLY_9_e7_170_e3_3647.lus,Valid,1.50,8.40
FIREFLY_9.lus,Valid,0.62,1.98
FIREFLY_a3_e1_3233_e1_3123.lus,Invalid,0.65,2.21
FIREFLY_a3_e1_3233_e2_2392.lus,Valid,0.59,2.09
FIREFLY_a3_e1_3233_e3_2970.lus,Valid,0.60,2.08
FIREFLY_a3_e1_3233_e7_906.lus,Invalid,0.67,2.15
FIREFLY_a3_e1_3233.lus,Invalid,0.69,2.28
FIREFLY_a3_e2_2086_e1_3235.lus,Valid,0.61,2.04
FIREFLY_a3_e2_2086_e2_2689.lus,Valid,0.63,2.08
FIREFLY_a3_e2_2086_e3_2542.lus,Valid,0.60,2.04
FIREFLY_a3_e2_2086_e7_2614.lus,Invalid,0.63,2.09
FIREFLY_a3_e2_2952.lus,Valid,0.64,2.12
FIREFLY_a3_e3_314_e1_1979.lus,Invalid,0.66,2.35
FIREFLY_a3_e3_314_e2_2812.lus,Valid,0.64,2.10
FIREFLY_a3_e3_314_e4_897.lus,Invalid,0.67,2.30
FIREFLY_a3.lus,Valid,0.60,2.11
FIREFLY_all_e1_1207_e1_1201.lus,Invalid,0.68,2.26
FIREFLY_all_e1_1207_e2_3220.lus,Valid,0.62,2.03
FIREFLY_all_e1_1207_e3_1928.lus,Invalid,0.74,2.32
FIREFLY_all_e1_1207_e7_156.lus,Invalid,0.68,2.23
FIREFLY_all_e1_3406.lus,Invalid,0.66,2.19
FIREFLY_all_e2_2924_e1_768.lus,Valid,0.63,2.06
FIREFLY_all_e2_2924_e2_1767.lus,Invalid,0.72,2.37
FIREFLY_all_e2_2924_e3_3946.lus,Invalid,0.69,2.33
FIREFLY_all_e2_2924_e7_3371.lus,Invalid,0.67,2.20
FIREFLY_all_e2_3678.lus,Invalid,0.71,2.33
FIREFLY_all_e3_1600_e1_667.lus,Invalid,0.64,2.25
FIREFLY_all_e3_1600_e2_676.lus,Invalid,0.75,2.40
FIREFLY_all_e3_1600_e3_2055.lus,Invalid,0.67,2.24
FIREFLY_all_e3_1600_e4_2415.lus,Invalid,0.63,2.13
FIREFLY_all_e3_1600_e5_84.lus,Invalid,0.67,2.25
FIREFLY_all_e3_1600_e7_1607.lus,Invalid,0.67,2.23
FIREFLY_all_e3_3496.lus,Invalid,0.78,2.48
FIREFLY_all_e7_1909.lus,Invalid,0.65,2.18
FIREFLY_all.lus,Valid,0.65,2.05
FIREFLY_luke_1a_e2_284_e1_2924.lus,Valid,1.62,9.51
FIREFLY_luke_1a_e2_284_e2_2755.lus,Valid,1.71,10.36
FIREFLY_luke_1a_e2_284_e3_3091.lus,Valid,2.30,13.16
FIREFLY_luke_1a_e2_284_e7_998.lus,Invalid,0.65,2.21
FIREFLY_luke_1a_e7_3042_e3_1213.lus,Valid,2.37,14.73
FIREFLY_luke_1a.lus,Valid,1.60,8.96
FIREFLY_luke_1b_e1_1139_e1_1565.lus,Invalid,0.56,1.85
FIREFLY_luke_1b_e1_1139_e2_2893.lus,Valid,0.61,1.84
FIREFLY_luke_1b_e1_1139_e3_1839.lus,Invalid,0.63,2.02
FIREFLY_luke_1b_e1_1691.lus,Invalid,0.78,2.52
FIREFLY_luke_1b_e2_3049_e1_946.lus,Valid,0.50,1.51
FIREFLY_luke_1b_e2_3049_e2_698.lus,Invalid,0.66,2.28
FIREFLY_luke_1b_e2_3049_e3_2697.lus,Invalid,0.67,2.26
FIREFLY_luke_1b_e2_3049.lus,Invalid,0.59,1.91
FIREFLY_luke_1b_e3_671_e1_725.lus,Invalid,0.73,2.37
FIREFLY_luke_1b_e3_671_e2_2131.lus,Invalid,0.69,2.28
FIREFLY_luke_1b_e3_671_e3_941.lus,Invalid,0.67,2.05
FIREFLY_luke_1b_e3_671_e4_147.lus,Invalid,0.66,2.23
